Time_x,Tin_AHT10,RHin_AHT10,Time_rounded,Time_y,Tin_HMP,RHin_HMP,Tin_Error,RHin_Error
2025-10-23 12:24:01,26.480743571924947,49.67165392633774,2025-10-23 12:24:00,2025-10-23 12:24:00,26.6,48.6,0.11925642807505454,-1.0716539263377385
2025-10-23 12:25:01,26.480743571924947,49.79165392633774,2025-10-23 12:25:00,2025-10-23 12:25:00,26.6,48.5,0.11925642807505454,-1.2916539263377373
2025-10-23 12:26:01,26.490743571924945,50.17165392633774,2025-10-23 12:26:00,2025-10-23 12:26:00,26.7,48.9,0.2092564280750544,-1.2716539263377413
2025-10-23 12:27:01,26.460743571924947,50.161653926337735,2025-10-23 12:27:00,2025-10-23 12:27:00,26.7,48.9,0.23925642807505199,-1.2616539263377362
2025-10-23 12:28:01,26.510743571924948,49.881653926337734,2025-10-23 12:28:00,2025-10-23 12:28:00,26.7,48.7,0.18925642807505128,-1.1816539263377308
2025-10-23 12:29:01,26.560743571924945,49.941653926337736,2025-10-23 12:29:00,2025-10-23 12:29:00,26.7,48.7,0.13925642807505412,-1.241653926337733
2025-10-23 12:30:01,26.560743571924945,49.65165392633774,2025-10-23 12:30:00,2025-10-23 12:30:00,26.7,48.3,0.13925642807505412,-1.3516539263377396
2025-10-23 12:31:01,26.550743571924947,49.65165392633774,2025-10-23 12:31:00,2025-10-23 12:31:00,26.7,48.3,0.14925642807505213,-1.3516539263377396
2025-10-23 12:32:01,26.520743571924946,49.56165392633774,2025-10-23 12:32:00,2025-10-23 12:32:00,26.7,48.2,0.17925642807505326,-1.3616539263377376
2025-10-23 12:33:01,26.450743571924946,49.61165392633774,2025-10-23 12:33:00,2025-10-23 12:33:00,26.7,47.9,0.24925642807505355,-1.711653926337739
2025-10-23 12:34:01,26.450743571924946,49.39165392633774,2025-10-23 12:34:00,2025-10-23 12:34:00,26.7,47.9,0.24925642807505355,-1.4916539263377402
2025-10-23 12:35:01,26.480743571924947,49.341653926337735,2025-10-23 12:35:00,2025-10-23 12:35:00,26.7,48.0,0.2192564280750524,-1.3416539263377345
2025-10-23 12:36:01,26.490743571924945,49.07165392633774,2025-10-23 12:36:00,2025-10-23 12:36:00,26.7,47.7,0.2092564280750544,-1.3716539263377356
2025-10-23 12:37:01,26.590743571924946,48.96165392633774,2025-10-23 12:37:00,2025-10-23 12:37:00,26.7,47.7,0.10925642807505298,-1.2616539263377362
2025-10-23 12:38:01,26.610743571924946,48.701653926337734,2025-10-23 12:38:00,2025-10-23 12:38:00,26.8,47.5,0.18925642807505483,-1.201653926337734
2025-10-23 12:39:01,26.590743571924946,48.691653926337736,2025-10-23 12:39:00,2025-10-23 12:39:00,26.8,47.4,0.2092564280750544,-1.2916539263377373
2025-10-23 12:40:01,26.590743571924946,48.82165392633774,2025-10-23 12:40:00,2025-10-23 12:40:00,26.8,47.7,0.2092564280750544,-1.1216539263377356
2025-10-23 12:41:01,26.560743571924945,48.75165392633774,2025-10-23 12:41:00,2025-10-23 12:41:00,26.8,47.4,0.23925642807505554,-1.3516539263377396
2025-10-23 12:42:01,26.580743571924945,48.60165392633774,2025-10-23 12:42:00,2025-10-23 12:42:00,26.8,47.3,0.21925642807505596,-1.3016539263377425
2025-10-23 12:43:02,26.550743571924947,48.701653926337734,2025-10-23 12:43:00,2025-10-23 12:43:00,26.8,47.4,0.24925642807505355,-1.3016539263377354
2025-10-23 12:44:01,26.490743571924945,48.89165392633774,2025-10-23 12:44:00,2025-10-23 12:44:00,26.8,47.4,0.3092564280750558,-1.4916539263377402
2025-10-23 12:45:01,26.560743571924945,48.78165392633774,2025-10-23 12:45:00,2025-10-23 12:45:00,26.8,47.4,0.23925642807505554,-1.3816539263377408
2025-10-23 12:46:02,26.600743571924948,48.511653926337736,2025-10-23 12:46:00,2025-10-23 12:46:00,26.8,47.2,0.19925642807505284,-1.3116539263377334
2025-10-23 12:47:01,26.680743571924946,48.231653926337735,2025-10-23 12:47:00,2025-10-23 12:47:00,26.8,47.0,0.11925642807505454,-1.231653926337735
2025-10-23 12:48:01,26.680743571924946,48.771653926337734,2025-10-23 12:48:00,2025-10-23 12:48:00,26.8,47.8,0.11925642807505454,-0.9716539263377371
2025-10-23 12:49:02,26.620743571924947,49.011653926337736,2025-10-23 12:49:00,2025-10-23 12:49:00,26.8,47.9,0.17925642807505326,-1.1116539263377376
2025-10-23 12:50:01,26.610743571924946,48.871653926337736,2025-10-23 12:50:00,2025-10-23 12:50:00,26.8,47.5,0.18925642807505483,-1.3716539263377356
2025-10-23 12:51:01,26.520743571924946,48.82165392633774,2025-10-23 12:51:00,2025-10-23 12:51:00,26.8,47.5,0.2792564280750547,-1.3216539263377385
2025-10-23 12:52:02,26.610743571924946,48.64165392633774,2025-10-23 12:52:00,2025-10-23 12:52:00,26.8,47.4,0.18925642807505483,-1.2416539263377402
2025-10-23 12:53:01,26.610743571924946,48.53165392633774,2025-10-23 12:53:00,2025-10-23 12:53:00,26.8,47.4,0.18925642807505483,-1.1316539263377408
2025-10-23 12:54:01,26.560743571924945,48.58165392633774,2025-10-23 12:54:00,2025-10-23 12:54:00,26.8,47.3,0.23925642807505554,-1.2816539263377393
2025-10-23 12:55:02,26.460743571924947,48.67165392633774,2025-10-23 12:55:00,2025-10-23 12:55:00,26.8,47.3,0.3392564280750534,-1.3716539263377427
2025-10-23 12:56:01,26.420743571924945,48.911653926337735,2025-10-23 12:56:00,2025-10-23 12:56:00,26.7,47.3,0.2792564280750547,-1.6116539263377376
2025-10-23 12:57:01,26.460743571924947,48.591653926337735,2025-10-23 12:57:00,2025-10-23 12:57:00,26.7,47.1,0.23925642807505199,-1.491653926337733
2025-10-23 12:58:02,26.520743571924946,48.621653926337736,2025-10-23 12:58:00,2025-10-23 12:58:00,26.8,47.2,0.2792564280750547,-1.4216539263377328
2025-10-23 12:59:01,26.470743571924945,48.631653926337734,2025-10-23 12:59:00,2025-10-23 12:59:00,26.7,47.2,0.22925642807505398,-1.4316539263377308
2025-10-23 13:00:01,26.450743571924946,48.60165392633774,2025-10-23 13:00:00,2025-10-23 13:00:00,26.7,47.2,0.24925642807505355,-1.4016539263377368
2025-10-23 13:01:02,26.460743571924947,48.74165392633774,2025-10-23 13:01:00,2025-10-23 13:01:00,26.7,47.4,0.23925642807505199,-1.3416539263377416
2025-10-23 13:02:01,26.510743571924948,48.53165392633774,2025-10-23 13:02:00,2025-10-23 13:02:00,26.7,47.4,0.18925642807505128,-1.1316539263377408
2025-10-23 13:03:01,26.480743571924947,48.72165392633774,2025-10-23 13:03:00,2025-10-23 13:03:00,26.7,47.1,0.2192564280750524,-1.6216539263377356
2025-10-23 13:04:02,26.550743571924947,48.591653926337735,2025-10-23 13:04:00,2025-10-23 13:04:00,26.7,47.4,0.14925642807505213,-1.191653926337736
2025-10-23 13:05:01,26.510743571924948,48.60165392633774,2025-10-23 13:05:00,2025-10-23 13:05:00,26.7,47.2,0.18925642807505128,-1.4016539263377368
2025-10-23 13:06:01,26.430743571924946,48.68165392633774,2025-10-23 13:06:00,2025-10-23 13:06:00,26.7,47.3,0.2692564280750531,-1.3816539263377408
2025-10-23 13:07:02,26.430743571924946,48.72165392633774,2025-10-23 13:07:00,2025-10-23 13:07:00,26.7,47.2,0.2692564280750531,-1.5216539263377342
2025-10-23 13:08:01,26.440743571924948,48.451653926337734,2025-10-23 13:08:00,2025-10-23 13:08:00,26.7,46.8,0.25925642807505156,-1.6516539263377368
2025-10-23 13:09:01,26.400743571924945,48.481653926337735,2025-10-23 13:09:00,2025-10-23 13:09:00,26.7,47.0,0.29925642807505426,-1.481653926337735
2025-10-23 13:10:02,26.400743571924945,48.271653926337734,2025-10-23 13:10:00,2025-10-23 13:10:00,26.7,46.8,0.29925642807505426,-1.471653926337737
2025-10-23 13:11:01,26.480743571924947,48.28165392633774,2025-10-23 13:11:00,2025-10-23 13:11:00,26.7,46.9,0.2192564280750524,-1.3816539263377408
2025-10-23 13:12:01,26.440743571924948,48.091653926337735,2025-10-23 13:12:00,2025-10-23 13:12:00,26.7,46.7,0.25925642807505156,-1.3916539263377317
2025-10-23 13:13:02,26.430743571924946,48.091653926337735,2025-10-23 13:13:00,2025-10-23 13:13:00,26.6,46.8,0.16925642807505525,-1.2916539263377373
2025-10-23 13:14:01,26.390743571924947,48.25165392633774,2025-10-23 13:14:00,2025-10-23 13:14:00,26.6,46.9,0.2092564280750544,-1.3516539263377396
2025-10-23 13:15:01,26.470743571924945,48.28165392633774,2025-10-23 13:15:00,2025-10-23 13:15:00,26.6,46.9,0.1292564280750561,-1.3816539263377408
2025-10-23 13:16:02,26.550743571924947,47.97165392633774,2025-10-23 13:16:00,2025-10-23 13:16:00,26.7,47.0,0.14925642807505213,-0.9716539263377371
2025-10-23 13:17:01,26.640743571924947,50.521653926337734,2025-10-23 13:17:00,2025-10-23 13:17:00,26.7,50.3,0.05925642807505227,-0.22165392633773706
2025-10-23 13:18:01,26.800743571924947,51.511653926337736,2025-10-23 13:18:00,2025-10-23 13:18:00,26.8,51.3,-0.0007435719249464512,-0.21165392633773905
2025-10-23 13:19:02,26.860743571924946,51.631653926337734,2025-10-23 13:19:00,2025-10-23 13:19:00,26.9,51.3,0.039256428075052696,-0.3316539263377365
2025-10-23 13:20:01,26.920743571924945,51.79165392633774,2025-10-23 13:20:00,2025-10-23 13:20:00,26.9,51.5,-0.020743571924946025,-0.29165392633773735
2025-10-23 13:21:01,26.920743571924945,51.981653926337735,2025-10-23 13:21:00,2025-10-23 13:21:00,26.9,51.8,-0.020743571924946025,-0.18165392633773791
2025-10-23 13:22:02,26.950743571924946,52.25165392633774,2025-10-23 13:22:00,2025-10-23 13:22:00,27.0,52.0,0.04925642807505426,-0.2516539263377382
2025-10-23 13:23:01,27.020743571924946,52.31165392633774,2025-10-23 13:23:00,2025-10-23 13:23:00,27.0,52.1,-0.020743571924946025,-0.21165392633773905
2025-10-23 13:24:01,27.080743571924945,52.40165392633774,2025-10-23 13:24:00,2025-10-23 13:24:00,27.0,52.2,-0.08074357192494475,-0.20165392633773394
2025-10-23 13:25:02,27.130743571924945,52.56165392633774,2025-10-23 13:25:00,2025-10-23 13:25:00,27.1,52.4,-0.030743571924944035,-0.1616539263377419
2025-10-23 13:26:01,27.160743571924947,52.271653926337734,2025-10-23 13:26:00,2025-10-23 13:26:00,27.1,52.1,-0.06074357192494517,-0.1716539263377328
2025-10-23 13:27:01,27.180743571924946,52.341653926337735,2025-10-23 13:27:00,2025-10-23 13:27:00,27.2,52.0,0.019256428075053122,-0.3416539263377345
2025-10-23 13:28:02,27.170743571924945,52.04165392633774,2025-10-23 13:28:00,2025-10-23 13:28:00,27.2,51.6,0.029256428075054686,-0.4416539263377359
2025-10-23 13:29:01,27.040743571924946,51.85165392633774,2025-10-23 13:29:00,2025-10-23 13:29:00,27.2,51.1,0.1592564280750537,-0.7516539263377382
2025-10-23 13:30:01,27.020743571924946,51.93165392633774,2025-10-23 13:30:00,2025-10-23 13:30:00,27.1,51.2,0.0792564280750554,-0.7316539263377351
2025-10-23 13:31:02,26.900743571924945,51.93165392633774,2025-10-23 13:31:00,2025-10-23 13:31:00,27.1,51.2,0.1992564280750564,-0.7316539263377351
2025-10-23 13:32:01,26.850743571924948,51.93165392633774,2025-10-23 13:32:00,2025-10-23 13:32:00,27.1,51.1,0.24925642807505355,-0.8316539263377365
2025-10-23 13:33:01,26.850743571924948,51.99165392633774,2025-10-23 13:33:00,2025-10-23 13:33:00,27.0,51.0,0.14925642807505213,-0.9916539263377402
2025-10-23 13:34:02,26.770743571924946,51.90165392633774,2025-10-23 13:34:00,2025-10-23 13:34:00,27.0,50.9,0.22925642807505398,-1.0016539263377382
2025-10-23 13:35:01,26.700743571924946,51.96165392633774,2025-10-23 13:35:00,2025-10-23 13:35:00,26.9,50.9,0.19925642807505284,-1.0616539263377405
2025-10-23 13:36:01,26.650743571924945,52.03165392633774,2025-10-23 13:36:00,2025-10-23 13:36:00,26.9,50.8,0.24925642807505355,-1.2316539263377422
2025-10-23 13:37:02,26.680743571924946,51.911653926337735,2025-10-23 13:37:00,2025-10-23 13:37:00,26.9,50.7,0.2192564280750524,-1.211653926337732
2025-10-23 13:38:01,26.750743571924946,51.701653926337734,2025-10-23 13:38:00,2025-10-23 13:38:00,26.9,50.7,0.14925642807505213,-1.001653926337731
2025-10-23 13:39:01,26.690743571924948,51.53165392633774,2025-10-23 13:39:00,2025-10-23 13:39:00,26.9,50.6,0.20925642807505085,-0.9316539263377379
2025-10-23 13:40:02,26.650743571924945,51.451653926337734,2025-10-23 13:40:00,2025-10-23 13:40:00,26.9,50.3,0.24925642807505355,-1.1516539263377368
2025-10-23 13:41:01,26.590743571924946,51.40165392633774,2025-10-23 13:41:00,2025-10-23 13:41:00,26.8,50.4,0.2092564280750544,-1.0016539263377382
2025-10-23 13:42:01,26.600743571924948,50.85165392633774,2025-10-23 13:42:00,2025-10-23 13:42:00,26.8,49.4,0.19925642807505284,-1.451653926337741
2025-10-23 13:43:02,26.550743571924947,50.03165392633774,2025-10-23 13:43:00,2025-10-23 13:43:00,26.8,48.7,0.24925642807505355,-1.3316539263377365
2025-10-23 13:44:01,26.460743571924947,49.701653926337734,2025-10-23 13:44:00,2025-10-23 13:44:00,26.8,48.2,0.3392564280750534,-1.501653926337731
2025-10-23 13:45:01,26.260743571924948,49.591653926337735,2025-10-23 13:45:00,2025-10-23 13:45:00,26.7,47.9,0.4392564280750513,-1.691653926337736
2025-10-23 13:46:02,26.220743571924945,49.56165392633774,2025-10-23 13:46:00,2025-10-23 13:46:00,26.6,47.7,0.3792564280750561,-1.8616539263377376
2025-10-23 13:47:01,26.170743571924945,49.24165392633774,2025-10-23 13:47:00,2025-10-23 13:47:00,26.6,47.4,0.4292564280750568,-1.8416539263377416
